index,title,url,press,date,keyword,content,filtered,Scraped_date
4,"토요타·SMFG, 日 최초 수소 펀드 출범 지원…'10년간 1300조원↑'",https://www.theguru.co.kr/news/article.html?no=62612,더구루,2023.11.14.,한화 수소 투자계획 해외,"향후 후속 펀드도 이미 계획돼 있다. 총 규모는 수천억 엔에 달할 전망이다. 일본 수소협회 관계자는 ""현재 선진 수소 관련 기술을 보유한 일본 기업이 많다""며 ""이들 기업 성장을 위한 투자를 하는 것이 국제 수소 경쟁에서 유리한 고지를 점하는 데 도움이 될 수 있다""고 강조했다. 이어 ""에서는 이미...",fail,2023-12-21
5,"[2023, 재계는] 김승연 한화 회장, 육·해·공 다 갖춘 글로벌 방산기업 도약",http://www.newspim.com/news/view/20231102001141,뉴스핌,2023.11.07.,한화 수소 투자계획 해외,"갖춘 한화오션까지 더해진 것이다. 에너지 부문에서도 시너지를 발휘하고 있다. 한화그룹은 태양광, 풍력, 수소 등의 에너지 기술을 갖추고 있다.... 한화오션은 이중 9000억원을 방산 초격차 인프라를 구축하는데 투자할 이다. 인력 문제 해결도 김 부회장이 집중하고 있는 부분이다. 오션이 글로벌...",fail,2023-12-21
6,고려아연의 '10년 대계'…자금 조달도 '청신호',http://news.bizwatch.co.kr/article/industry/2023/12/14/0029,비즈워치언론사 선정,6일 전,한화 수소 투자계획 해외,"있어 투자금 조달엔 큰 문제가 없을 전망이다. ""2033년 매출 25조"" 고려아연은 창사 이래 제련 사업을 주력으로 해온 회사다. 주로 해외 광산에서 광석의... 투자할 계획이다. 투자금 중 11조9000억원은 TD사업부문에 투입된다. 구체적으로 고려아연은 2033년까지 신재생에너지 및 에 8조3000억원, 이차전지...",fail,2023-12-21
7,"김태흠 지사, 제6회 충남 수소에너지 국제포럼서 선포 1주년 성과 및 계획 발표",http://www.bzeronews.com/news/articleView.html?idxno=631161,불교공뉴스,2023.10.26.,한화 수소 투자계획 해외,"및 투자계획을 들었으며, 한국중부발전과 한화파워시스템의 수소사업에 대한 발표도 진행됐다. 세션 3에서는 '충남 수소산업 육성을 위한 인재양성 방안'에 대해 해외연사, 수소기업, 학생이 참여해 다양한 의견을 나눴다. 도 관계자는 ""제6차 충남 에너지 국제포럼을 통해 국내외 관계자의...",fail,2023-12-21
8,"충남도, 수소정책·산업 동향 논의의 장 열어",http://www.gasnews.com/news/articleView.html?idxno=112543,가스신문,2023.10.26.,한화 수소 투자계획 해외,"및 투자계획을 들었으며, 한국중부발전과 한화파워시스템의 수소사업에 대한 발표도 진행됐다. 세션 3에서는 '충남 수소산업 육성을 위한 인재양성 방안'에 대해 해외연사, 수소기업, 학생이 참여해 다양한 의견을 나눴다. 이외에도 충남 산업 육성과 인재 양성을 위해 진행되는 업무협약식에 충청남도...",fail,2023-12-21
9,"충남도, 탄소중립 실현 수소에너지 국제포럼 개최",http://www.breaknews.com/994844,브레이크뉴스,2023.10.27.,한화 수소 투자계획 해외,"및 투자계획을 들었으며, 한국중부발전과 한화파워시스템의 수소사업에 대한 발표도 진행됐다. 세션 3에서는 ‘충남 수소산업 육성을 위한 인재양성 방안’에 대해 해외연사, 수소기업, 학생이 참여해 다양한...",fail,2023-12-21
10,"50조 퍼붓고도 경쟁국에 7년 뒤져…""이대론 수소 수입국 전락""",https://www.sedaily.com/NewsView/29UTLA43YP,서울경제언론사 선정,2023.09.25.,한화 수소 투자계획 해외,딜로이트는 2025년 세계 수소 생산 시장 규모를 2014억 달러로 예측했다. 2020년보다 9% 이상 성장했다. SK·포스코·한화·롯데 등 국내 기업들은... 원)를 투자한다는 계획을 제시했다. 반면 우리나라는 수소 관련 일부 예산이 축소되는가 하면 목표치도 하향 조정됐다. 생산기지 구축 사업 예산은 2021년...,fail,2023-12-21
11,"한화오션, 해외진출 거점 확보 등에 2조원 투자···""2040년 매출 30조원 목표""",http://www.sisajournal-e.com/news/articleView.html?idxno=302753,시사저널이코노미,2023.08.23.,한화 수소 투자계획 해외,"ESS와 한화시스템의 무인 전투체계 등을 결합해 경쟁력을 확보하고 향후 해외 MRO(유지·보수·정비) 사업에도 진출할 계획이다. 글로벌 잠수함·수상함 시장 규모는 향후 10년간 약 325조원 규모로 예상된다. 친환경·디지털 선박 연구에 6000억원을 한다. 구체적으로 암모니아와 메탄올, 기반의 '친환경...",success,2023-12-21
12,"[기업INSIDE] 한화오션, 방산 '초격차' 이어 친환경 미래 선박까지 순항",https://news.mtn.co.kr/news-detail/2023092716503123224,MTN,2023.09.27.,한화 수소 투자계획 해외,"최근 한화오션은 2조원 규모의 유상증자를 통한 대규모 투자 계획도 발표했습니다. 조달한 자금 중 절반가량은 방산 설비 구축과 해외 생산거점 확보에... 이와 함께 업계에 비해 늦었던 친환경과 디지털 영역의 투자도 가속화하기로 했습니다. 6000억원을 해 암모니아와 메탄올, 기반의 친환경 추진...",fail,2023-12-21
13,[Who Is ?] 이구영 한화솔루션 큐셀부문 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=326585,비즈니스포스트,2023.09.07.,한화 수소 투자계획 해외,한화그룹에 입사해 한화케미칼의 해외영업팀과 뉴욕사무소를 거쳐 한화큐셀(현 한화솔루션 큐셀부문) 미국 법인장을 지냈다. 한화큐셀뿐 아니라... 앞서 한화솔루션은 2021년 3월24일 이사회를 열고 디니트로톨루엔 생산설비를 신설하는 을 의결했다. 솔루션은 2021년 4월1일부터 2023년...,fail,2023-12-21
14,"한화오션, 2조 주주배정 유상증자 결의...""전액 신규 투자에 투입""",https://www.hankyung.com/economy/article/202308233148r,한국경제,2023.08.24.,한화 수소 투자계획 해외,"해외 생산 거점 확보 및 친환경 선박 기술 개발, 해상 풍력 등 대규모 투자 재원을 확보하겠단 계획이다. 한화오션은 이날 이사회를 열어 2조원... (ESS)와 한화시스템의 무인 전투체계 등을 결합해 경쟁력을 높이겠단 목표다. 약 6000억원은 친환경 선박·기술 개발에 한다. 암모니아와 메탄올, ...",success,2023-12-21
15,[Invest]한화오션 유증에 투자 실탄까지 내놔야 할 한화그룹 계열사들,http://www.investchosun.com/site/data/html_dir/2023/08/24/2023082480243.html,인베스트조선,2023.08.25.,한화 수소 투자계획 해외,"대신증권, 신한투자증권, KB증권, 한국투자증권, NH투자증권이 대표주관사로 참여한다. 한화오션은 유상증자로 조달한 자금을 바탕으로 미래 성장 동력을 확보할 계획이다. ▲잠수함·수상함 시장 진출을 위한 해외 생산거점 확보(9000억원) ▲암모니아·메탄올· 기반 친환경 추진 시스템 개발 및 운반선...",success,2023-12-21
16,"[Invest]한화오션 2조원 유상증자 추진…""빚 갚는 대신 신사업 투자""",http://www.investchosun.com/site/data/html_dir/2023/08/23/2023082380237.html,인베스트조선,2023.08.23.,한화 수소 투자계획 해외,"회사는 영구채 상환 등 기존 차입금을 줄이는 목적은 아니라고 선을 그었다.한화오션은 해외 안보 생산거점 확보에 9000억원, 수소 기반 친환경 선박에 6000억, 글로벌 해상풍력 시장에 2000억원, 자동화 기반 스마트야드 구축에 3000억원을 하겠다는 이다. 특수선 사업부문에 힘을 주고 있는 오션은...",success,2023-12-21
17,12월 2주 주요 제조업 전망,http://www.laborplus.co.kr/news/articleView.html?idxno=32874,참여와혁신,1주 전,한화 수소 투자계획 해외,한화오션은 지난 9월 이사회를 통해 자회사 한화오션 미국 Holding Company 설립 건을 의결함. 해외 생산 거점을 확보해 군함과 같은 특수선 사업 비중을... 대규모 투자 계획 - 11일(현지시간) 뉴욕타임스 등에 따르면 캐시 호컬 뉴욕주지사는 올버니(뉴욕주 주도)에 반도체 연구·제조시설을 구축하는 데 10억...,fail,2023-12-21
18,한화오션 친환경 선박 시장 선두 굳히나…가스텍서 독보적 기술력 입증,https://www.busan.com/view/busan/view.php?code=2023090812024354520,부산일보,2023.09.08.,한화 수소 투자계획 해외,"한화오션이 미래 먹거리인 친환경 선박 시장 주도권 확보에 한 발짝 더 다가섰다. 압도적인 기술력을 토대로 해외 주요 선급으로부터 친환경... 한화오션 관계자는 “미래 조선 시장 주도권 확보를 위해 친환경 기술 개발에 약 6000억 원을 할 ”이라며 “암모니아와 메탄올, 기반의...",fail,2023-12-21
19,호재? 악재?…한화오션 유상증자에 쏠린 눈,https://economist.co.kr/article/view/ecn202308310045,이코노미스트,2023.08.31.,한화 수소 투자계획 해외,"실제 한화오션은 2조원 규모의 유상증자를 추진한다고 발표하면서, 확보한 자금을 통한 투자 계획도 내놨다. 약 9000억원으로 해양 방산의 무인‧첨단 기술을 확보하고 해외 생산 거점을 구축한다. 또한 약 6000억원을 해 암모니아와 메탄올, 기반의 친환경 추진 시스템을 개발하는 등 친환경 선박 관련...",fail,2023-12-21
20,방산·친환경·자율운항 다 잡는다…한화오션의 '출사표',https://www.econovill.com/news/articleView.html?idxno=623223,이코노믹리뷰,2023.08.23.,한화 수소 투자계획 해외,"향후 해외 MRO(유지·보수·정비) 사업에도 진출할 계획""이라고 설명했다. 한화오션은 친환경 선박과 자율운항 선박에도 투자를 아끼지 않을 계획이다.... 한화오션 역시 이번 유상증자로 확보한 대금 중 6000억원을 투자해 암모니아와 메탄올, 기반의 '친환경 추진 시스템'을 개발하고, 암모니아·이산화탄소...",fail,2023-12-21
21,[Who Is ?] 권희백 한화자산운용 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=324222,비즈니스포스트,2023.08.14.,한화 수소 투자계획 해외,"이 밖에 MZ세대의 투자성향과 관심사에 들어맞을 해외펀드(글로벌 기후변화, 미국 아시아배당주, K리츠 등)를 혼합해 MZ픽 5종 펀드를 구성했다. 한화자산운용은 직판앱 '파인(PINE)'을 펀드 플랫폼으로 발전시켜 나간다는 도 세웠다. 파인은 디지털 금융환경에 익숙한 MZ세대를 대상으로 시작된...",fail,2023-12-21
22,한화오션 만나 진화…친환경선박 시장 진출 앞둔 한화에어로스페이스,https://www.newsway.co.kr/news/view?ud=2023080415061504723,뉴스웨이,2023.08.04.,한화 수소 투자계획 해외,특히 한화오션의 출범 이후 '시너지'가 극대화가 기대된다. LNG·수소 등의 수송선박 제작과 해양플랜트 건설 역량을 갖춘 대우조선의 인수도 김... 한화오션 인수를 통해 친환경 선박 기술을 확보한 한화에어로스페이스는 다양한 유망 스타트업에 잇달아 하며 다음 스텝을 준비하고 있다. 지난...,success,2023-12-21
23,"롯데케미칼, 2035년 수소·전지소재서 매출 16조 노린다",https://view.asiae.co.kr/article/2023072007454353926,아시아경제언론사 선정,2023.07.20.,한화 수소 투자계획 해외,"회사 측은 ""수소에너지 사업과 관련해 수소공급 계획과 매출 및 투자액 목표를 조정했으며, 롯데에너지머티리얼즈(옛 일진머티리얼즈) 인수 후... 특히 해외 사업에 능통한데 2018년부터 2020년까지 롯데케미칼 미국 법인 'LC USA' 대표를 맡기도 했다. 지난 3월에는 세계 암모니아 최대 생산기업 미국...",fail,2023-12-21
24,"한화에어로 5년의 숙원 '레드백' 수출, 일주일 내 윤곽 전망",http://www.ftoday.co.kr/news/articleView.html?idxno=306299,파이낸셜투데이,2023.07.25.,한화 수소 투자계획 해외,"미국 선택적 유인 전투 차량(OMFV) 사업에서 고배를 마시고, 폴란드 정부와 K9 자주포 2차 계약은 지지부진한 등 올해는 아직 해외 수주 성과가 미진한... 한화는 K9 및 레드백 수출을 기반으로 호주 건설·금융·보안·우주 등 시장에서도 사업 기회를 모색, 를 추진한다는 이다. 이미 빅토리아...",fail,2023-12-21
25,[Who Is ?] 김동관 한화 및 한화솔루션 대표이사 부회장,https://www.businesspost.co.kr/BP?command=article_view&num=320317,비즈니스포스트,2023.07.06.,한화 수소 투자계획 해외,원 △수소 혼소 기술 상용화와 수전해 양산 설비 등에 9천억 원 △친환경 신소재 제품 개발에 2조1천억 원 △방산·우주항공 분야에 2조6천억 원 △석유화학 부문 본연의 경쟁력 강화에 4조 원 △건설 및 프리미엄 레저사업에 2조 원 등을 한다는 을 세웠다. 그룹이 2026년까지 5년 동안 국내에...,fail,2023-12-21
26,"금융의 화석연료 투자, 세계적 흐름 역행",https://weekly.khan.co.kr/khnm.html?mode=view&code=114&artid=202312050700021,주간경향언론사 선정,2주 전,한화 수소 투자계획 해외,‘석탄산업 투자 제한’ 계획을 묻는 남인순 더불어민주당 의원 질의에 공단 관리 주무부처인 보건복지부가 한 답변이다. 에너지 수입에 의존하는... 금융 투자와 지원에 참여하지 않겠다”고 강조했다. 이런 분위기는 문재인 정부 시절인 2021년 10월 ‘신규 석탄발전 공적 금융지원 가이드라인’...,success,2023-12-21
27,"""수소로 탄소중립""… 정의선·최재원·정기선 2년만에 뭉쳤다",http://www.dt.co.kr/contents.html?article_no=2023061402109932064002&ref=naver,디지털타임스,2023.06.14.,한화 수소 투자계획 해외,"각사의 수소사업과 협력 성과 등을 공유했다. 또 최정우 포스코그룹 회장, 황진구 롯데케미칼 기초소재 사업대표 겸 수소에너지사업단장, 손영창 한화... 있고 해외사업장에서 완성차 신공장 건설 초기 단계부터 수소물류체계를 구축할 ""이라며 ""후세대를 위해 회원사들과 꾸준히 를 추진해 나갈...",fail,2023-12-21
28,재계 총수들 “2050년 탄소배출 감축량 25% 수소로 달성”,http://www.segye.com/content/html/2023/06/14/20230614519274.html?OutUrl=naver,세계일보,2023.06.14.,한화 수소 투자계획 해외,"총회에는 정의선 현대차그룹 회장, 최정우 포스코그룹 회장, 최재원 SK그룹 수석부회장, 손영창 한화파워시스템홀딩스 대표이사, 허세홍 GS칼텍스 대표... 지역별 수소펀드를 출범하고 해외 글로벌 펀드와 투자 협력을 추진할 이다. 이날 총회에선 국내 생태계 과제 해결과 기업들의 사업 추진 및...",fail,2023-12-21
29,"전남도, 독일 린데사와 8억 달러 투자협약…블루수소 생산 클러스터 조성",https://www.pressian.com/pages/articles/2023050410102412138?utm_source=naver&utm_medium=search,프레시안,2023.05.04.,한화 수소 투자계획 해외,"이산화탄소 해외 저장소 매립 유럽을 순방 중인 김영록 전라남도지사는 3일(현지 시간) 독일 프랑크푸르트에서 린데, ㈜한양 등과 함께 8억 달러(한화 1조... 달러를 투자할 계획이다. 연간 8만 톤의 블루수소를 생산하고 이산화탄소를 연간 43만 톤 포집해 30년간 1300만 톤의 이산화탄소를 저장소에 매립하는...",success,2023-12-21
0,네이버 게임 스트리밍 '치지직' 첫선…공개 테스트 개시,https://www.yna.co.kr/view/AKR20231219059300017?input=1195m,연합뉴스,2일 전,테스트,"네이버는 이날 정오 '치지직(CHZZK)'의 베타 테스트를 진행한다고 밝혔다. 네이버는 그동안 구축해 온 게임 커뮤니티를 한층 더 강화하고, 스트리머와... 네이버는 베타 테스트 기간 순차적으로 '치지직' 기능들을 선보이며, 서비스의 편의성과 안정성을 점검할 예정이다. 베타 기간에는 상황에 따라...",fail,2023-12-21
1,NASA 첫 심우주 스트리밍 테스트...주인공은 고양이 ‘테이터스’,https://biz.chosun.com/science-chosun/science/2023/12/20/W7F5GD5ZF5HCLEMQEQVZIK7HFM/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈언론사 선정,1일 전,테스트,우주탐사선 ‘프시케’서 심우주 광통신으로 영상 수신 3100만㎞ 거리서 15초 분량 영상 받는 데 101초 걸려 1963년 프랑스에서는 고양이 한 마리가 탄 우주선이 발사됐다. 이름도 없이 ‘C341′이라고 불리던 이 고양이는 안전하게 우주 비행을 마친 후 지구에 복귀해 ‘펠리세트’란 이름을 받았다....,fail,2023-12-21
2,"무너진 日 안전신화...도요타 자회사 다이하츠, 안전테스트 부정 드러나 출고 정지",https://www.joongang.co.kr/article/25216610,중앙일보,41분 전,테스트,제3자 위원회 조사 결과 신차 안전성 테스트에서 배기가스나 연비 등 다양한 항목의 '조작'이 발견됐다는 것이다. 일본 국토교통성은 21일 오사카(大阪)... 지난 4월 내부 고발자가 다이하쓰가 8만8000대의 소형차에 대한 측면 충돌 안전 를 조작했다고 폭로한 후 진상 조사를 위한 제3자 위원회가...,fail,2023-12-21
3,"‘충돌 테스트 조작’ 일본 다이하쓰, 전 차종 출하 중단",https://www.etoday.co.kr/news/view/2313938,이투데이,22시간 전,테스트,안전 테스트를 조작했다는 조사 결과가 나오면서 국내외에 판매되는 모든 차량의 출고를 중단할 예정이다. 20일(현지시간) 블룸버그통신에 따르면... 앞서 4월 다이하쓰는 지난해 해외에서 판매한 8만8000대 차량의 충돌 테스트 결과를 조작했음을 인정했다. 5월에는 일본 내 판매용 하이브리드차 등 6개...,fail,2023-12-21
4,스파인더 클로즈 베타 테스트 진행…편의성 제공,http://www.kdpress.co.kr/news/articleView.html?idxno=125345,데일리경제,4시간 전,테스트,첨부 이미지 : 스파인더 베타 테스트 현장사진 생활체육 스포츠 대회 통합솔루션 '스파인더'(대표 박보창)는 클로즈 베타 테스트(CBT)를 성공적으로 진행했다고 밝혔다. CBT는 수영 종목의 대회 운영에 있어 아날로그적인 부분을 디지털로 전환하기 위한 목적으로 서울체육고등학교 수영장에서 수영 동호인...,fail,2023-12-21
5,"비유테크놀러지, ADC 1.0 성능테스트 성공…STO 플랫폼에 도입",http://www.newsis.com/view/?id=NISX20231219_0002563168&cID=10403&pID=15000,뉴시스,2일 전,테스트,코스닥 상장사 비유테크놀러지가 블록체인 가속 엔진 성능 테스트에서 성공적인 결과를 얻었다고 19일 밝혔다. 회사 관계자는... TTA에서 진행된 공식 테스트(BT-B-23-0080)는 부하 발생기를 통해 블록 생성을 요청하고 생성된 트랜잭션 수를 확인해 초당 처리 수를 확인하는 방식으로 진행됐다. 측정 지표는...,fail,2023-12-21
6,"'AI 신인 솔로 아이돌' JD1, 'ID : JD1ㅣMBTI & 심리 테스트' 영상 공개",http://www.queen.co.kr/news/articleView.html?idxno=402398,Queen,5시간 전,테스트,"JD1 지난 20일 JD1의 공식 유튜브 채널을 통해 'ID : JD1ㅣMBTI & 심리 테스트' 영상이 공개됐다. 캐주얼한 셔츠 차림으로 등장한 JD1은 ""저는 AI지만 사람들을 이해하기 위해서 자기 자신을 먼저 알아봐야겠다고 생각했다""고 운을 뗐다. 이어 ""그래서 오늘은 사람들이 많이 한다는 MBTI 와 심리 를...",fail,2023-12-21
7,"버추얼플로우, 내년 1월 'T4Framework.AI' 베타 테스트",http://www.newspim.com/news/view/20231220000360,뉴스핌,1일 전,테스트,"메타버스의 융합을 실현하는 등 새로운 트렌드를 선도해 나가는 것이 우리의 목표""라고 전했다. 한편, 버추얼플로우는 2024년 1월 유튜브를 비롯해 아프리카 아프리카TV, 네이버 치지직 등의 게임 스트리머를 타겟으로 'T4Framework.AI' 베타 를 진행하는 등 본격적인 시장 확대에 나선다는 계획이다.",fail,2023-12-21
8,"아드반테스트, 디바이스 핸들러 제품 확장 등 신제품 2종 출시",https://www.etnews.com/20231221000223,전자신문,2시간 전,테스트,선도적인 반도체테스트 장비공급업체인 아드반테스트가 빠르게 성장하는 인공지능(AI)·고성능컴퓨팅(HPC)용 패키지 IC 테스팅에서 고급 처리기능을 지원하는 'HA1200 다이레벨 핸들러'와 'ATC(능동형열제어) 2kW 솔루션'을 선보였다. 회사는 ATC 2kW 솔루션을 2024년 1분기에 판매하고 HA1200...,fail,2023-12-21
9,"한은 CBDC 활용성 테스트, LG CNS와 96.8억 규모 계약",http://www.edaily.co.kr/news/newspath.asp?newsid=02266486635839832,이데일리,3일 전,테스트,"한국은행은 18일 LG CNS와 ‘중앙은행 디지털화폐(CBDC) 활용성 테스트’ 관련 시스템 개발을 위한 계약을 체결했다고 밝혔다. 계약금액은 약 96억8000만원 상당이며, 계약 기간은 15개월이다. 사진=이데일리DB 앞서 한은과 금융위원회, 금융감독원은 지난 9월 국제결제은행(BIS)과 협력해 ‘CBDC 활용성 ’...",fail,2023-12-21
